Nr,Group,Position,Locus,K*,Df,Signif.,Nr,inf.,Meanrank-ac,Mean-ac,Nr-ac,Meanrank-ad,Mean-ad,Nr-ad,Meanrank-bc,Mean-bc,Nr-bc,Meanrank-bd,Mean-bd,Nr-bd,Meanrank-ee,Mean-ee,Nr-ee,Meanrank-ef,Mean-ef,Nr-ef,Meanrank-eg,Mean-eg,Nr-eg,Meanrank-fg,Mean-fg,Nr-fg,Meanrank-hh,Mean-hh,Nr-hh,Meanrank-hk,Mean-hk,Nr-hk,Meanrank-kk,Mean-kk,Nr-kk,Meanrank-h-,Mean-h-,Nr-h-,Meanrank-k-,Mean-k-,Nr-k-,Meanrank-ll,Mean-ll,Nr-ll,Meanrank-lm,Mean-lm,Nr-lm,Meanrank-nn,Mean-nn,Nr-nn,Meanrank-np,Mean-np,Nr-np
244,LG18,34.869,S18_18520074,0.343,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4,4.48276,29,27.8,4.66667,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,LG18,36.009,S18_18630466,0.464,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.2,4.46429,28,27.8,4.68,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,LG18,45.9,S18_16125992,1.355,1,-,53,0,0,0,0,0,0,0,0,24,4.11111,9,27.6,4.65909,44,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,LG18,46.306,S18_16806190,0.009,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1,4.57143,28,26.9,4.56,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,LG18,48.929,S18_16125982,0.485,1,-,53,0,0,0,0,0,0,0,0,25.5,4.33333,12,27.4,4.63415,41,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,LG18,49.045,S18_16852335,0.604,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,4.69231,26,26.1,4.44444,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,LG18,49.045,S18_16805524,0.604,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,4.69231,26,26.1,4.44444,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,LG18,49.045,S18_16707829,0.604,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1,4.44444,27,27.9,4.69231,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,LG18,49.045,S18_16707935,0.604,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1,4.44444,27,27.9,4.69231,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,LG18,49.045,S18_16806055,0.604,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,4.69231,26,26.1,4.44444,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,LG18,49.045,S18_16806096,0.604,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,4.69231,26,26.1,4.44444,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,LG18,49.045,S18_16805987,0.604,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,4.69231,26,26.1,4.44444,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,LG18,49.045,S18_16707919,0.604,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1,4.44444,27,27.9,4.69231,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,LG18,49.045,S18_16805986,0.604,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,4.69231,26,26.1,4.44444,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,LG18,49.045,S18_16707833,0.604,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1,4.44444,27,27.9,4.69231,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,LG18,49.045,S18_16805989,0.604,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,4.69231,26,26.1,4.44444,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,LG18,49.045,S18_16806094,0.604,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,4.69231,26,26.1,4.44444,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,LG18,51.048,S18_16125997,0.764,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4.42308,26,28,4.7037,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,LG18,51.048,S18_16126017,0.764,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4.42308,26,28,4.7037,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,LG18,51.048,S18_16125978,0.764,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4.42308,26,28,4.7037,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,LG18,54.321,S18_16125980,0.01,1,-,53,0,0,0,0,0,0,0,0,27.2,4.57895,19,26.9,4.55882,34,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,LG18,56.505,S18_15644702,0.946,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1,4.71429,28,25.8,4.4,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,LG18,57.424,S18_16126002,0.343,1,-,53,0,0,0,0,0,0,0,0,27.8,4.66667,24,26.4,4.48276,29,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,LG18,60.581,S18_14003366,1.642,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3,4.74194,31,25.2,4.31818,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,LG18,62.396,S18_13567528,1.642,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3,4.74194,31,25.2,4.31818,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,LG18,62.396,S18_13967558,1.642,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2,4.31818,22,28.3,4.74194,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,LG18,66.372,S18_13205233,1.642,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2,4.31818,22,28.3,4.74194,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,LG18,66.372,S18_13205251,1.642,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3,4.74194,31,25.2,4.31818,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,LG18,66.372,S18_13099249,1.642,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2,4.31818,22,28.3,4.74194,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,LG18,66.372,S18_13205235,1.642,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2,4.31818,22,28.3,4.74194,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,LG18,66.372,S18_13205296,1.642,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2,4.31818,22,28.3,4.74194,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,LG18,66.372,S18_13099243,1.642,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3,4.74194,31,25.2,4.31818,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,LG18,66.372,S18_13205306,1.642,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2,4.31818,22,28.3,4.74194,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,LG18,66.372,S18_13099296,1.642,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3,4.74194,31,25.2,4.31818,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,LG18,76.794,S18_12689158,0.038,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2,4.60714,28,26.8,4.52,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,LG18,91.393,S18_10241848,0.009,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9,4.53846,26,27.1,4.59259,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,LG18,91.393,S18_6569403,0.009,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9,4.53846,26,27.1,4.59259,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,LG18,91.393,S18_5926716,0.009,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9,4.53846,26,27.1,4.59259,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,LG18,91.393,S18_6031270,0.009,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9,4.53846,26,27.1,4.59259,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,LG18,91.393,S18_7967581,0.009,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9,4.53846,26,27.1,4.59259,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,LG18,91.393,S18_4944502,0.009,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9,4.53846,26,27.1,4.59259,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,LG18,91.615,S18_5796987,0,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4.57692,26,27,4.55556,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,LG18,95.478,S18_3360558,0.009,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9,4.53846,26,27.1,4.59259,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,LG18,95.478,S18_4584985,0.009,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1,4.59259,27,26.9,4.53846,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,LG18,95.478,ab18_3758598,0.009,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1,4.59259,27,26.9,4.53846,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,LG18,95.478,S18_4585104,0.009,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1,4.59259,27,26.9,4.53846,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,LG18,95.478,S18_3360579,0.009,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9,4.53846,26,27.1,4.59259,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,LG18,95.478,S18_3758533,0.009,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1,4.59259,27,26.9,4.53846,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,LG18,95.478,S18_3886996,0.009,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9,4.53846,26,27.1,4.59259,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,LG18,95.478,S18_3758564,0.009,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1,4.59259,27,26.9,4.53846,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,LG18,101.305,S18_2798443,0,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4.57692,26,27,4.55556,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,LG18,101.305,S18_13068292,0,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4.57692,26,27,4.55556,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,LG18,101.305,S18_2798441,0,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4.57692,26,27,4.55556,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,LG18,101.305,S18_13068244,0,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4.55556,27,27,4.57692,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,LG18,101.305,ab18_2798392,0,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4.57692,26,27,4.55556,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,LG18,102.669,S18_2819833,0.009,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1,4.57143,28,26.9,4.56,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,LG18,102.669,S18_2819822,0.009,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1,4.57143,28,26.9,4.56,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,LG18,104.506,S18_2706658,0.038,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2,4.58621,29,26.8,4.54167,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,LG18,105.932,S18_2706684,0.086,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.3,4.6,30,26.6,4.52174,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,LG18,105.932,S18_2706680,0.086,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.3,4.6,30,26.6,4.52174,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,LG18,105.932,S18_2706662,0.086,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.3,4.6,30,26.6,4.52174,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,LG18,110.616,S18_1649199,0.038,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2,4.58621,29,26.8,4.54167,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,LG18,110.616,S18_1649198,0.038,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2,4.58621,29,26.8,4.54167,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,LG18,111.826,S18_1826737,0.086,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.3,4.6,30,26.6,4.52174,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,LG18,116.354,S18_1660971,0.04,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8,4.54545,33,27.3,4.6,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,LG18,121.569,ab18_415842,0.24,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,4.5,30,27.7,4.65217,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,LG18,121.569,S18_415841,0.24,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,4.5,30,27.7,4.65217,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,LG18,121.569,ab18_164571,0.24,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,4.5,30,27.7,4.65217,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,LG18,121.569,S18_164448,0.24,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,4.5,30,27.7,4.65217,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,LG18,121.569,S18_164446,0.24,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.7,4.65217,23,26.5,4.5,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,LG18,121.569,ab18_164568,0.24,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,4.5,30,27.7,4.65217,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,LG19,0,S7_609573,0.503,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6,4.64706,34,25.9,4.42105,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,LG19,12.052,S19_6367065,0,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4.57692,26,27,4.55556,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,LG19,12.548,S19_4105649,0.604,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1,4.44444,27,27.9,4.69231,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,LG19,12.548,S19_1752210,0.604,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1,4.44444,27,27.9,4.69231,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,LG19,12.548,S6_15549237,0.604,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1,4.44444,27,27.9,4.69231,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,LG19,14.309,S19_6367317,0.464,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8,4.68,25,26.2,4.46429,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,LG19,14.309,S19_6464905,0.464,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8,4.68,25,26.2,4.46429,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,LG19,16.176,S21_16590285,0.604,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,4.69231,26,26.1,4.44444,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,LG19,16.176,S15_10557125,0.604,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,4.69231,26,26.1,4.44444,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,LG19,16.176,S19_9553036,0.604,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,4.69231,26,26.1,4.44444,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,LG19,16.176,S15_10557085,0.604,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,4.69231,26,26.1,4.44444,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,LG19,16.176,S15_10557082,0.604,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,4.69231,26,26.1,4.44444,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,LG19,16.176,S15_10557102,0.604,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,4.69231,26,26.1,4.44444,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,LG19,16.176,S19_2919715,0.604,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1,4.44444,27,27.9,4.69231,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,LG19,16.176,S19_2920105,0.604,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1,4.44444,27,27.9,4.69231,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,LG19,16.176,S19_3030758,0.604,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1,4.44444,27,27.9,4.69231,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,LG19,16.176,S15_10557098,0.604,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,4.69231,26,26.1,4.44444,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,LG19,16.176,ab15_10557080,0.604,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,4.69231,26,26.1,4.44444,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,LG19,16.176,S15_10557105,0.604,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,4.69231,26,26.1,4.44444,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,LG19,16.176,S15_10557112,0.604,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,4.69231,26,26.1,4.44444,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,LG19,16.176,S19_3127429,0.604,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1,4.44444,27,27.9,4.69231,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,LG19,16.176,S15_10557107,0.604,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,4.69231,26,26.1,4.44444,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,LG19,16.176,S19_3091634,0.604,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,4.69231,26,26.1,4.44444,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,LG19,17.163,ab30_1347107,0,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4.55556,27,27,4.57692,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,LG19,18.092,ab3_9096565,0.464,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.2,4.46429,28,27.8,4.68,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,LG19,18.092,S19_9553075,0.464,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.2,4.46429,28,27.8,4.68,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,LG19,19.254,S29_8144121,0.343,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4,4.48276,29,27.8,4.66667,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,LG19,21.955,S19_11241586,0.464,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8,4.68,25,26.2,4.46429,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,LG19,21.955,S19_11140310,0.464,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.2,4.46429,28,27.8,4.68,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,LG19,21.955,S19_11140141,0.464,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.2,4.46429,28,27.8,4.68,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,LG19,21.955,S19_11140311,0.464,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.2,4.46429,28,27.8,4.68,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,LG19,22.377,S29_8143881,0.24,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,4.5,30,27.7,4.65217,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,LG19,27.388,S19_11781703,0.343,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4,4.48276,29,27.8,4.66667,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,LG19,27.388,S19_11781605,0.343,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4,4.48276,29,27.8,4.66667,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,LG19,27.388,S19_11781657,0.343,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4,4.48276,29,27.8,4.66667,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,LG19,28.334,S19_11490035,0.009,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1,4.57143,28,26.9,4.56,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,LG19,30.578,S19_11490022,0.24,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,4.5,30,27.7,4.65217,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,LG19,30.578,S19_11490055,0.24,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,4.5,30,27.7,4.65217,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,LG19,30.578,S19_11490041,0.24,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,4.5,30,27.7,4.65217,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,LG19,30.578,S19_11490050,0.24,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,4.5,30,27.7,4.65217,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,LG19,44.627,S19_13283928,0.764,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4.42308,26,28,4.7037,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,LG19,46.246,S19_13337382,0.086,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.3,4.6,30,26.6,4.52174,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,LG19,53.705,S19_13628219,1.152,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6,4.375,24,28.1,4.72414,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,LG19,53.705,S19_13706267,1.152,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1,4.72414,29,25.6,4.375,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,LG19,53.705,S19_13706457,1.152,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6,4.375,24,28.1,4.72414,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,LG19,53.705,S19_13706512,1.152,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6,4.375,24,28.1,4.72414,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,LG19,55.653,S19_14005381,0.946,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1,4.71429,28,25.8,4.4,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,LG19,55.653,S19_14005372,0.946,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1,4.71429,28,25.8,4.4,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,LG19,57.096,S19_13948590,1.152,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1,4.72414,29,25.6,4.375,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,LG19,57.936,S19_14292381,1.152,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1,4.72414,29,25.6,4.375,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,LG2,0,S3_777662,0.243,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,4.64516,31,26.3,4.45455,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,LG2,0,S3_777698,0.243,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,4.64516,31,26.3,4.45455,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,LG2,2.013,S2_1050131,0.355,1,-,53,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6,4.65625,32,26.1,4.42857,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
